fName,lastName,birthday,title,roleName
Chris,Norton,1982-10-08,Kocan Kadar Konus 2: Dirilis,Dog
Simon,Greenall,1986-10-23,Let's Fight Ghost,Sophie
Kevin,Quinn,1972-03-27,My Travel Buddy,Anna
Clive,Owen,1972-03-16,Niyazi GÃ¼l DÃ¶rtnala,David Kim
Meryem,Uzerli,1958-05-11,One Like It,David Kim
Nathalie,Seseña,1986-08-23,This Lady Called Life,David Kim
Sanya,Malhotra,1955-05-17,Vizontele,Anna
Elvira,Camarrone,1971-09-07,HOMUNCULUS,Sophie
Nicholas,Corda,1970-05-23,Stowaway,Dog
Loyiso,Gola,2002-11-22,Oloibiri,Anna
Ho-dong,Kang,1993-07-11,Tell Me When,Anna
Taiga,Nakano,1997-02-27,Miss Sloane,Anna
Lin,Po-Hung,1990-05-17,American Me,Barbie
Alain,Moussi,1977-01-02,Delhi Belly,Dog
Chen,Kun,1995-08-23,Dhobi Ghat (Mumbai Diaries),Anna
Kristin,Davis,1962-09-14,Jaane Tu... Ya Jaane Na,Anna
Matheus,Nachtergaele,2001-01-10,Lagaan,Dog
Nate,Bargatze,2002-03-22,Madness in the Desert,Dog
Lindsey,Morgan,1973-03-14,Peepli Live,Anna
Gabriel,Iglesias,1969-09-18,Taare Zameen Par,Dog
Saleh,Bakri,1997-11-22,Ajeeb Daastaans,Dog
OC,Ukeje,1981-03-24,Arlo the Alligator Boy,Dog
Matthew,Modine,1951-02-26,Barbie & Chelsea: The Lost Birthday,Anna
Khalid,Bounouar,1978-01-07,Crimson Peak,David Kim
Taylor,Kitsch,1967-08-17,Doctor Bello,Dog
Mark,Rylance,1997-11-17,Four Sisters Before the Wedding,Sophie
Erdem,Yener,1985-09-24,Into the Beat,Barbie
Sarah,Hassan,1963-05-24,Rush,Barbie
Talat,Bulut,1999-03-13,Synchronic,Barbie
Ça?atay,Ulusoy,1987-03-11,The Zookeeper's Wife,Dog
Sedef,Avc?,1957-11-23,Time Trap,Anna
Sinem,Kobal,1965-06-14,Tuesdays & Fridays,Barbie
Jennifer,Garner,1953-01-29,Dark City Beneath the Beat,Sophie
Tolga,Çevik,1954-11-05,GANTZ:O,Dog
Alex,Brendemühl,1989-03-06,Garth Brooks: The Road Iâ€™m On,Dog
Ari,Irham,2001-05-07,Only Mine,Dog
Chris,Sheffield,1956-06-28,Ride or Die,Anna
Abdramane,Diakité,1964-07-01,The Master,Anna
Cyli,Khare,1970-09-29,Time Is Illmatic,Anna
P.,Samuthirakani,1988-04-29,Zoot Suit,Sophie
Christian,Tappan,1970-06-27,The Soul,David Kim
Toyin,Abraham,1961-01-20,The Underclass,Dog
Olga,Kurylenko,1995-06-23,Uppena,Barbie
Adhisty,Zara,1970-10-24,New Gods: Nezha Reborn,Dog
Jason,Statham,1994-07-11,The Stand-In,Sophie
Josh,Duhamel,1990-11-08,Night in Paradise,Sophie
Hadley,Robinson,1999-03-17,Ojukokoro: Greed,David Kim
Kevin,Costner,1966-12-22,Roohi,Barbie
Kiara,Advani,1981-10-03,Thunder Force,David Kim
The,Notorious,1991-04-14,Two Distant Strangers,Sophie
Emma,Bading,1979-03-11,Story of Kale: When Someone's in Love,Anna
Robbie,Daymond,1999-04-17,Mandela,Barbie
Dustin,Hoffman,1988-02-25,The Fisherman's Diary,Anna
Jules,Wojciechowski,1950-07-14,What Lies Below,Barbie
Viggo,Mortensen,1984-02-13,Escape from Planet Earth,Anna
Álvaro,Cervantes,1965-11-13,Accepted,Anna
Benjamín,Vicuña,1968-09-06,Air Strike,David Kim
Owen,Wilson,2001-03-17,An American Girl: McKenna Shoots for the Stars,Anna
Paul,Rudd,1952-03-15,Concrete Cowboy,Dog
Parineeti,Chopra,1989-12-31,Cross: Rise of the Villains,Barbie
Alfredo,Castro,1960-09-24,God Calling,Sophie
Tom,Schilling,1950-07-28,Irul,Sophie
Ryo,Yoshizawa,2002-11-06,Just Say Yes,Dog
Brian,Regan,1950-11-03,Madame Claude,Barbie
Ram,Pothineni,1995-01-17,Wild Child,Barbie
Vera,Farmiga,1999-05-16,Woody Woodpecker,David Kim
Shih,Ming-shuai,1988-07-21,2012,Sophie
Oscar,Isaac,1961-07-12,3 Idiots,Sophie
Shine,Tom,1998-02-05,Ferrari Ki Sawaari,Dog
Manchu,Lakshmi,1999-04-16,Insidious,Anna
Shardul,Bhardwaj,1994-11-25,Into the Grizzly Maze,Sophie
Jeni,Ross,2001-02-24,Kingsglaive: Final Fantasy XV,Anna
Bear,Grylls,1954-09-02,Legally Blonde,Barbie
Brett,Dalton,1970-05-14,Madam Chief Minister,Dog
Lucy,Loken,1950-04-25,Maximum Risk,Barbie
Ini,Dima-Okojie,1995-11-17,My Fair Lady,David Kim
Henry,Golding,1973-08-10,S.W.A.T.: Under Siege,Barbie
Dani,Rovira,1973-10-04,Seven Souls in the Skull Castle: Season Flower,Dog
Praveen,Tej,1997-07-07,Sniper: Ghost Shooter,Sophie
Lana,Condor,1958-11-16,Starship Troopers: Traitor of Mars,Anna
Verónica,Alva,1964-11-24,Takers,Sophie
Silvia,Alonso,1974-07-07,Tersanjung the Movie,Barbie
Reza,Rahadian,1957-01-19,The Knight and the Princess,Barbie
Emayatzy,Corinealdi,1989-12-30,The Pianist,Barbie
Nanna,Blondell,1952-08-31,The Stepfather,Dog
Adrianna,Chlebicka,1998-04-25,Universal Soldier: The Return,Dog
Abstract,Rude,1966-11-07,Wazir,Sophie
Hedi,Bouchenafa,1980-03-19,White Boy,David Kim
Caleb,Castille,1985-10-30,Yes Man,Sophie
Jonah,Hill,1991-02-06,At Eternity's Gate,Sophie
Shawn,Yue,1975-07-27,Not a Game,Anna
Blanche,Gardin,1973-09-19,7 Yards: The Chris Norton Story,David Kim
Irrfan,Khan,1951-03-16,Octonauts & the Ring of Fire,Dog
Chen,Shu-fang,1976-05-17,Mandela: Long Walk to Freedom,Anna
Song,Joong-ki,1952-02-27,Lawless,Sophie
Riccardo,Scamarcio,1967-03-15,A Week Away,David Kim
Mark,Chao,1996-07-19,Croupier,Barbie
Julia,Wieniawa-Narkiewicz,1965-03-01,Keeping the Bees,David Kim
Raúl,Arévalo,1999-06-10,Ni de coÃ±a,David Kim
Alejandro,Peña,1995-09-22,Pagglait,Anna
Chris,Farley,1986-12-27,Caught by a Wave,Dog
Bukky,Bakray,2003-02-21,Secret Magic Control Agency,Sophie
Daniel,Padilla,1962-09-14,Loyiso Gola: Unlearning,Sophie
Jonah,Bobo,1965-03-04,Men on a Mission,Dog
Joaquim,de,1971-06-25,Philomena,Dog
Amy,Forsyth,1964-03-15,Any Crybabies Around?,Dog
Javier,Gutiérrez,1958-02-02,Hospital,Anna
Kea,Peahu,1987-08-22,Jiu Jitsu,Sophie
Carey,Mulligan,1984-02-26,The Yin Yang Master,David Kim
Acha,Septriasa,1967-06-22,Who's the Boss,Anna
Kurt,Sorge,1994-09-02,Deadly Illusions,David Kim
Tovino,Thomas,1950-03-30,Get the Goat,David Kim
Rosa,María,1995-12-04,Nate Bargatze: The Greatest Average American,Sophie
Adarsh,Gourav,1980-11-05,Skylines,Anna
Malin,Akerman,1975-05-28,The Fluffy Movie,David Kim
Cosmo,Jarvis,2003-10-18,The Present,Dog
Shameik,Moore,1960-12-21,Catch.er,Sophie
Madelaine,Petsch,1962-12-03,Operation Varsity Blues:Â TheÂ CollegeÂ AdmissionsÂ Scandal,David Kim
Lewis,MacDougall,1958-03-03,Get on Up,Anna
Maggie,Q,1975-08-01,RebellComedy: Straight Outta the Zoo,David Kim
Maisa,Silva,1994-03-02,Savages,Anna
Tom,McGrath,1991-10-11,C/O Kaadhal,David Kim
Jo,Kyoung-i,1959-08-21,The BFG,Dog
